Transcript Cluster ID	Gene Title	Gene Symbol	Entrez Gene ID	Cytoband	GO Description	Transcript Classification
8171359	glycoprotein M6B	GPM6B	2824	Xp22.2	ossification /// plasma membrane /// nervous system development /// protein transport /// integral component of membrane /// cell differentiation /// positive regulation of bone mineralization /// regulation of actin cytoskeleton organization /// membrane raft /// negative regulation of serotonin uptake /// regulation of focal adhesion assembly /// extracellular matrix assembly /// negative regulation of protein localization to cell surface /// molecular_function /// plasma membrane /// transport /// multicellular organismal development /// nervous system development /// membrane	full-length
8171373	gem nuclear organelle associated protein 8	GEMIN8	54960	Xp22.2	spliceosomal snRNP assembly /// protein binding /// nucleus /// cytoplasm /// cytosol /// SMN complex /// SMN-Sm protein complex /// Gemini of coiled bodies /// nucleus /// cytoplasm /// mRNA processing /// RNA splicing /// nucleoplasm	full-length
8171427	c-fos induced growth factor (vascular endothelial growth factor D) /// PIR-FIGF readthrough	FIGF /// PIR-FIGF	2277 /// 100532742	Xp22.2	angiogenesis /// response to hypoxia /// platelet degranulation /// platelet-derived growth factor receptor binding /// vascular endothelial growth factor receptor binding /// extracellular region /// extracellular space /// blood coagulation /// growth factor activity /// cell proliferation /// positive regulation of cell proliferation /// membrane /// cell differentiation /// platelet activation /// regulation of vascular endothelial growth factor receptor signaling pathway /// platelet alpha granule lumen /// positive regulation of interleukin-6 production /// chemoattractant activity /// protein homodimerization activity /// vascular endothelial growth factor receptor 3 binding /// vascular endothelial growth factor receptor signaling pathway /// positive chemotaxis /// induction of positive chemotaxis /// positive regulation of cell division /// positive regulation of mast cell chemotaxis /// response to interleukin-1 /// vascular endothelial growth factor receptor binding /// extracellular region /// extracellular space /// multicellular organismal development /// positive regulation of cell proliferation /// vascular endothelial growth factor receptor signaling pathway /// protein binding /// transcription cofactor activity /// transcription cofactor activity /// protein binding /// nucleus /// nucleus /// nucleus /// cytoplasm /// cytoplasm /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// transcription from RNA polymerase II promoter /// quercetin 2,3-dioxygenase activity /// quercetin 2,3-dioxygenase activity /// oxidoreductase activity /// myeloid cell differentiation /// monocyte differentiation /// metal ion binding /// metal ion binding /// dioxygenase activity /// oxidation-reduction process	full-length
8171435	PIR-FIGF readthrough /// pirin	PIR-FIGF /// PIR	100532742 /// 8544	Xp22.2	transcription cofactor activity /// protein binding /// nucleus /// cytoplasm /// regulation of transcription, DNA-templated /// transcription from RNA polymerase II promoter /// quercetin 2,3-dioxygenase activity /// monocyte differentiation /// metal ion binding /// oxidation-reduction process /// transcription cofactor activity /// nucleus /// nucleus /// cytoplasm /// transcription, DNA-templated /// quercetin 2,3-dioxygenase activity /// oxidoreductase activity /// myeloid cell differentiation /// metal ion binding /// dioxygenase activity	full-length
8171493	CTP synthase 2	CTPS2	56474	Xp22.2	CTP synthase activity /// protein binding /// ATP binding /// mitochondrion /// cytosol /// pyrimidine nucleotide metabolic process /// glutamine metabolic process /// nucleobase-containing small molecule interconversion /// 'de novo' CTP biosynthetic process /// small molecule metabolic process /// nucleobase-containing small molecule metabolic process /// nucleotide binding /// CTP synthase activity /// CTP synthase activity /// CTP synthase activity /// pyrimidine nucleotide biosynthetic process /// ligase activity	full-length
8171516	retinoblastoma binding protein 7	RBBP7	5931	Xp22.2	negative regulation of transcription from RNA polymerase II promoter /// RNA binding /// protein binding /// nucleus /// nucleoplasm /// DNA replication /// chromatin organization /// nucleosome assembly /// transcription, DNA-templated /// multicellular organismal development /// cell proliferation /// gene expression /// NuRD complex /// negative regulation of cell growth /// CENP-A containing nucleosome assembly /// ESC/E(Z) complex /// regulation of gene expression, epigenetic /// negative regulation of gene expression, epigenetic /// response to steroid hormone /// cellular heat acclimation /// nucleus /// regulation of transcription, DNA-templated /// chromatin modification /// negative regulation of transcription, DNA-templated /// protein binding	full-length
8171539	retinoic acid induced 2	RAI2	10742	Xp22.13	protein binding /// embryo development /// molecular_function /// cellular_component	full-length
8171545	BEN domain containing 2	BEND2	139105	Xp22.13	skeletal muscle fiber development /// skeletal muscle fiber development	full-length
8171624	adhesion G protein-coupled receptor G2	ADGRG2	10149	Xp22.13	plasma membrane /// integral component of membrane /// membrane /// signal transducer activity /// transmembrane signaling receptor activity /// G-protein coupled receptor activity /// signal transduction /// integral component of plasma membrane /// cell surface receptor signaling pathway /// G-protein coupled receptor signaling pathway /// spermatogenesis /// cell surface /// apical plasma membrane /// extracellular exosome /// G-protein coupled receptor activity /// G-protein coupled receptor signaling pathway /// integral component of membrane /// apical plasma membrane	full-length
8171653	mitogen-activated protein kinase kinase kinase 15	MAP3K15	389840	Xp22.12	MAPK cascade /// MAPK cascade /// activation of MAPKK activity /// MAP kinase kinase kinase activity /// ATP binding /// intracellular /// intracellular /// metal ion binding /// MAPK cascade /// nucleotide binding /// activation of MAPKK activity /// protein kinase activity /// protein serine/threonine kinase activity /// MAP kinase kinase kinase activity /// MAP kinase kinase kinase activity /// intracellular /// protein phosphorylation /// kinase activity /// phosphorylation /// transferase activity /// transferase activity, transferring phosphorus-containing groups	full-length
8171747	eukaryotic translation initiation factor 1A, X-linked	EIF1AX	1964	Xp22.12	translation initiation factor activity /// protein binding /// cytosol /// translation /// translational initiation /// translation factor activity, RNA binding /// gene expression /// cellular protein metabolic process /// poly(A) RNA binding /// RNA binding /// translation /// translational initiation	full-length
8171758	small Cajal body-specific RNA 9-like	SCARNA9L	100158262	Xp22.12	---	full-length
8171760	small Cajal body-specific RNA 9-like	SCARNA9L	100158262	Xp22.12	---	full-length
8171802	acyl-CoA thioesterase 9	ACOT9	23597	Xp22.11	acetyl-CoA hydrolase activity /// mitochondrion /// mitochondrial matrix /// acyl-CoA metabolic process /// triglyceride biosynthetic process /// long-chain fatty-acyl-CoA biosynthetic process /// cellular lipid metabolic process /// small molecule metabolic process /// carboxylic ester hydrolase activity /// mitochondrion /// hydrolase activity	full-length
8171848	phosphate cytidylyltransferase 1, choline, beta	PCYT1B	9468	Xp22.11	ovarian follicle development /// choline-phosphate cytidylyltransferase activity /// cytoplasm /// endoplasmic reticulum membrane /// phospholipid metabolic process /// phosphatidylcholine biosynthetic process /// CDP-choline pathway /// CDP-choline pathway /// spermatogenesis /// small molecule metabolic process /// glycerophospholipid biosynthetic process /// catalytic activity /// choline-phosphate cytidylyltransferase activity /// endoplasmic reticulum /// lipid metabolic process /// phosphatidylcholine biosynthetic process /// phospholipid biosynthetic process /// biosynthetic process /// transferase activity /// nucleotidyltransferase activity	full-length
8171883	protein phosphatase 4, regulatory subunit 3C, pseudogene	PPP4R3CP	139420	Xp21.3	---	full-length
8171901	TGF-beta activated kinase 1/MAP3K7 binding protein 3	TAB3	257397	Xp21.2	activation of MAPK activity /// stimulatory C-type lectin receptor signaling pathway /// toll-like receptor signaling pathway /// MyD88-dependent toll-like receptor signaling pathway /// MyD88-independent toll-like receptor signaling pathway /// protein binding /// nucleoplasm /// cytoplasm /// cytosol /// plasma membrane /// cell surface receptor signaling pathway /// I-kappaB kinase/NF-kappaB signaling /// JNK cascade /// zinc ion binding /// endosome membrane /// tumor necrosis factor-mediated signaling pathway /// toll-like receptor 2 signaling pathway /// toll-like receptor 3 signaling pathway /// toll-like receptor 4 signaling pathway /// toll-like receptor 5 signaling pathway /// toll-like receptor 9 signaling pathway /// toll-like receptor 10 signaling pathway /// TRIF-dependent toll-like receptor signaling pathway /// nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway /// Fc-epsilon receptor signaling pathway /// toll-like receptor TLR1:TLR2 signaling pathway /// toll-like receptor TLR6:TLR2 signaling pathway /// innate immune response /// positive regulation of NF-kappaB transcription factor activity /// stress-activated MAPK cascade /// extracellular exosome /// nucleotide-binding oligomerization domain containing signaling pathway /// metal ion binding /// kinase activity /// phosphorylation /// protein binding	full-length
8171917	ferritin, heavy polypeptide-like 17	FTHL17	53940	Xp21.2	cell /// iron ion transport /// cellular iron ion homeostasis /// ferric iron binding /// metal ion binding	full-length
8172030	ferritin, heavy polypeptide 1 pseudogene 18	FTH1P18	441490	Xp21.1	---	full-length
8172158	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	CASK	8573	Xp11.4	negative regulation of cell-matrix adhesion /// guanylate kinase activity /// protein serine/threonine kinase activity /// protein binding /// calmodulin binding /// ATP binding /// basement membrane /// nuclear lamina /// nucleolus /// cytoplasm /// cytosol /// plasma membrane /// cell-cell junction /// focal adhesion /// protein phosphorylation /// cell adhesion /// synaptic transmission /// neurotransmitter secretion /// negative regulation of keratinocyte proliferation /// negative regulation of keratinocyte proliferation /// actin cytoskeleton /// basolateral plasma membrane /// nuclear matrix /// extracellular matrix organization /// vesicle /// neurexin family protein binding /// presynaptic membrane /// positive regulation of transcription from RNA polymerase II promoter /// GMP metabolic process /// GDP metabolic process /// ciliary membrane /// negative regulation of wound healing /// calcium ion import /// positive regulation of calcium ion import /// negative regulation of cellular response to growth factor stimulus /// nucleotide binding /// protein kinase activity /// nucleus /// cytoplasm /// cytosol /// plasma membrane /// membrane /// kinase activity /// phosphorylation /// transferase activity /// synapse /// transferase activity, transferring phosphorus-containing groups /// nucleotide phosphorylation /// protein binding	full-length
8172204	monoamine oxidase B	MAOB	4129	Xp11.3	mitochondrion /// mitochondrial envelope /// mitochondrial outer membrane /// mitochondrial inner membrane /// xenobiotic metabolic process /// primary amine oxidase activity /// electron carrier activity /// response to toxic substance /// response to aluminum ion /// response to selenium ion /// negative regulation of serotonin secretion /// integral component of membrane /// substantia nigra development /// response to lipopolysaccharide /// dopamine catabolic process /// response to drug /// protein homodimerization activity /// small molecule metabolic process /// response to ethanol /// positive regulation of dopamine metabolic process /// flavin adenine dinucleotide binding /// hydrogen peroxide biosynthetic process /// response to corticosterone /// oxidation-reduction process /// extracellular exosome /// mitochondrion /// mitochondrial outer membrane /// membrane /// oxidoreductase activity /// response to steroid hormone	full-length
8172220	Norrie disease (pseudoglioma)	NDP	4693	Xp11.3	placenta development /// frizzled binding /// cytokine activity /// protein binding /// extracellular space /// vacuole organization /// signal transduction /// cell-cell signaling /// nervous system development /// visual perception /// sensory perception of sound /// growth factor activity /// cell proliferation /// cell surface /// Wnt signaling pathway /// extracellular matrix /// extracellular matrix-cell signaling /// protein homodimerization activity /// positive regulation of transcription, DNA-templated /// positive regulation of sequence-specific DNA binding transcription factor activity /// canonical Wnt signaling pathway /// retina vasculature morphogenesis in camera-type eye /// extracellular region /// extracellular space /// extracellular space /// visual perception /// Wnt signaling pathway /// response to stimulus	full-length
8172266	microRNA 221	MIR221	407006	Xp11.3	---	full-length
8172268	microRNA 222	MIR222	407007	Xp11.3	---	full-length
8172296	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	NDUFB11	54539	Xp11.23	protein binding /// mitochondrion /// mitochondrial inner membrane /// mitochondrial respiratory chain complex I /// integral component of membrane /// respiratory electron transport chain /// cellular metabolic process /// small molecule metabolic process /// mitochondrion /// mitochondrial inner membrane /// membrane /// oxidation-reduction process /// respiratory chain	full-length
8172307	zinc finger protein 41	ZNF41	7592	Xp11.23	DNA binding /// transcription factor activity, sequence-specific DNA binding /// protein binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// metal ion binding /// nucleic acid binding /// transcription factor activity, sequence-specific DNA binding /// intracellular /// regulation of transcription, DNA-templated /// regulation of transcription, DNA-templated	full-length
8172367	---	---	---	Xp11.23	---	---
8172369	zinc finger protein 182 /// zinc finger protein 630	ZNF182 /// ZNF630	7569 /// 57232	Xp11.23	DNA binding /// transcription factor activity, sequence-specific DNA binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// metal ion binding /// nucleic acid binding /// transcription factor activity, sequence-specific DNA binding /// intracellular /// regulation of transcription, DNA-templated /// regulation of transcription, DNA-templated	full-length
8172406	synovial sarcoma, X breakpoint 3	SSX3	10214	Xp11.23	nucleic acid binding /// transcription corepressor activity /// protein binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// negative regulation of nucleic acid-templated transcription /// transcription corepressor activity /// intracellular /// nucleus /// nucleus /// negative regulation of nucleic acid-templated transcription	full-length
8172415	synovial sarcoma, X breakpoint 4 /// synovial sarcoma, X breakpoint 4B /// protein SSX4-like	SSX4 /// SSX4B /// LOC105369273	6759 /// 548313 /// 105369273	Xp11.23	nucleic acid binding /// transcription corepressor activity /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// negative regulation of nucleic acid-templated transcription /// intracellular /// nucleus /// transcription corepressor activity /// nucleus /// negative regulation of nucleic acid-templated transcription	full-length
8172425	solute carrier family 38, member 5	SLC38A5	92745	Xp11.23	amino acid transmembrane transport /// plasma membrane /// integral component of plasma membrane /// ion transport /// amino acid transport /// glycine transmembrane transporter activity /// glycine transport /// transmembrane transport /// amino acid transmembrane transport /// amino acid transmembrane transport /// plasma membrane /// integral component of plasma membrane /// amino acid transmembrane transporter activity /// neutral amino acid transmembrane transporter activity /// glycine transmembrane transporter activity /// glycine transmembrane transporter activity /// neutral amino acid transport /// glycine transport /// glycine transport /// membrane /// integral component of membrane	full-length
8172460	solute carrier family 35 (UDP-galactose transporter), member A2	SLC35A2	7355	Xp11.23	Golgi membrane /// sugar:proton symporter activity /// UDP-galactose transmembrane transporter activity /// protein binding /// nucleus /// endoplasmic reticulum /// Golgi apparatus /// galactose metabolic process /// UDP-galactose transport /// proton transport /// integral component of membrane /// transmembrane transport /// UDP-galactose transmembrane transport /// Golgi membrane /// UDP-galactose transmembrane transporter activity /// Golgi apparatus /// transport /// carbohydrate transport /// membrane /// nucleotide-sugar transmembrane transporter activity /// nucleotide-sugar transport /// nucleotide transmembrane transport	full-length
8172471	Pim-2 proto-oncogene, serine/threonine kinase	PIM2	11040	Xp11.23	G1/S transition of mitotic cell cycle /// protein serine/threonine kinase activity /// protein binding /// ATP binding /// cytoplasm /// protein phosphorylation /// protein phosphorylation /// male meiosis /// regulation of mitotic cell cycle /// cell proliferation /// negative regulation of cell proliferation /// apoptotic mitochondrial changes /// response to virus /// positive regulation of autophagy /// negative regulation of apoptotic process /// positive regulation of I-kappaB kinase/NF-kappaB signaling /// positive regulation of transcription, DNA-templated /// protein autophosphorylation /// protein stabilization /// protein stabilization /// nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// cytoplasm /// protein phosphorylation /// protein phosphorylation /// apoptotic process /// cell cycle /// regulation of mitotic cell cycle /// kinase activity /// phosphorylation /// transferase activity /// negative regulation of apoptotic process /// protein autophosphorylation /// transferase activity, transferring phosphorus-containing groups /// protein binding	full-length
8172531	PRA1 domain family, member 2	PRAF2	11230	Xp11.23	endosome membrane /// protein transport /// L-glutamate transport /// integral component of membrane /// endosome /// transport /// membrane /// protein binding	full-length
8172538	WD repeat domain 45	WDR45	11152	Xp11.23	autophagosome assembly /// mitophagy /// cytosol /// protein lipidation /// autophagy /// cellular response to nitrogen starvation /// extrinsic component of membrane /// phosphatidylinositol-3-phosphate binding /// pre-autophagosomal structure membrane /// protein localization to pre-autophagosomal structure /// nucleophagy /// phosphatidylinositol-3,5-bisphosphate binding /// autophagosome assembly /// mitophagy /// cytosol /// protein lipidation /// autophagy /// cellular response to nitrogen starvation /// extrinsic component of membrane /// phosphatidylinositol-3-phosphate binding /// pre-autophagosomal structure membrane /// protein localization to pre-autophagosomal structure /// nucleophagy /// phosphatidylinositol-3,5-bisphosphate binding /// protein binding /// membrane /// integral component of membrane	full-length
8172631	forkhead box P3	FOXP3	50943	Xp11.23	negative regulation of transcription from RNA polymerase II promoter /// RNA polymerase II transcription factor activity, sequence-specific DNA binding /// core promoter binding /// B cell homeostasis /// cytokine production /// myeloid cell homeostasis /// CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment /// T cell mediated immunity /// tolerance induction to self antigen /// regulation of T cell anergy /// positive regulation of T cell anergy /// negative regulation of chronic inflammatory response /// negative regulation of T cell cytokine production /// negative regulation of T cell cytokine production /// positive regulation of peripheral T cell tolerance induction /// transcription factor activity, sequence-specific DNA binding /// transcription factor activity, sequence-specific DNA binding /// transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding /// transcription corepressor activity /// protein binding /// nucleus /// nucleus /// cytoplasm /// cytoplasm /// chromatin remodeling /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// negative regulation of cell proliferation /// response to virus /// anatomical structure morphogenesis /// cell differentiation /// negative regulation of histone deacetylation /// negative regulation of NF-kappaB transcription factor activity /// negative regulation of interferon-gamma production /// negative regulation of interferon-gamma production /// negative regulation of interleukin-10 production /// negative regulation of interleukin-17 production /// negative regulation of interleukin-2 production /// negative regulation of interleukin-2 production /// negative regulation of interleukin-4 production /// negative regulation of interleukin-5 production /// negative regulation of interleukin-6 production /// negative regulation of tumor necrosis factor production /// positive regulation of interleukin-4 production /// negative regulation of CREB transcription factor activity /// positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation /// positive regulation of transforming growth factor beta1 production /// positive regulation of immature T cell proliferation in thymus /// histone acetyltransferase binding /// positive regulation of histone acetylation /// negative regulation of histone acetylation /// negative regulation of cytokine biosynthetic process /// T cell activation /// negative regulation of T cell proliferation /// negative regulation of T cell proliferation /// protein homodimerization activity /// histone deacetylase binding /// T cell homeostasis /// protein complex /// negative regulation of sequence-specific DNA binding transcription factor activity /// sequence-specific DNA binding /// negative regulation of interferon-gamma biosynthetic process /// negative regulation of interleukin-2 biosynthetic process /// negative regulation of transcription, DNA-templated /// negative regulation of transcription, DNA-templated /// positive regulation of transcription, DNA-templated /// positive regulation of transcription, DNA-templated /// positive regulation of transcription, DNA-templated /// positive regulation of transcription from RNA polymerase II promoter /// negative regulation of activated T cell proliferation /// metal ion binding /// negative regulation of isotype switching to IgE isotypes /// regulation of isotype switching to IgG isotypes /// negative regulation of cytokine secretion /// negative regulation of immune response /// T cell receptor signaling pathway /// NF-kappaB binding /// NFAT protein binding /// negative regulation of T-helper 17 cell differentiation /// RNA polymerase II transcription factor activity, sequence-specific DNA binding /// core promoter binding /// CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation /// tolerance induction /// regulation of immunoglobulin production /// positive regulation of T cell tolerance induction /// regulation of T cell anergy /// nucleic acid binding /// DNA binding /// transcription factor activity, sequence-specific DNA binding /// intracellular /// nucleus /// cytoplasm /// regulation of transcription, DNA-templated /// regulation of transcription from RNA polymerase II promoter /// anatomical structure morphogenesis /// positive regulation of gene expression /// cell differentiation /// positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation /// sequence-specific DNA binding /// regulatory T cell differentiation /// positive regulation of regulatory T cell differentiation /// negative regulation of lymphocyte proliferation /// negative regulation of inflammatory response /// CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation /// regulation of transcription from RNA polymerase II promoter /// transcription from RNA polymerase II promoter /// transcription from RNA polymerase II promoter /// protein binding	full-length
8172647	P antigen family, member 1 (prostate associated)	PAGE1	8712	Xp11.23	protein binding /// cellular defense response	full-length
8172654	USP27X antisense RNA 1 (head to head)	USP27X-AS1	158572	Xp11.23	---	full-length
8172698	shroom family member 4	SHROOM4	57477	Xp11.22	cell morphogenesis /// stress fiber /// cytoplasm /// actin filament organization /// brain development /// cytoplasmic side of plasma membrane /// basal plasma membrane /// actin cytoskeleton /// apical plasma membrane /// myosin II complex /// actin cytoskeleton organization /// cortical actin cytoskeleton /// filamentous actin /// cognition /// actin filament binding /// stress fiber /// actin binding /// cytoplasm /// cytoskeleton /// actin filament organization /// multicellular organismal development /// basal plasma membrane /// actin cytoskeleton /// apical plasma membrane /// myosin II complex /// cortical actin cytoskeleton /// actin filament binding /// protein binding	full-length
8172708	nudix hydrolase 11	NUDT11	55190	Xp11.22	intracellular /// cytosol /// diphosphoinositol-polyphosphate diphosphatase activity /// inositol phosphate metabolic process /// small molecule metabolic process /// metal ion binding /// inositol diphosphate tetrakisphosphate diphosphatase activity /// inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity /// inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity /// inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity /// inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity /// inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity /// inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity /// cytoplasm /// diphosphoinositol-polyphosphate diphosphatase activity /// hydrolase activity /// inositol bisdiphosphate tetrakisphosphate diphosphatase activity /// inositol diphosphate pentakisphosphate diphosphatase activity	full-length
8172719	uncharacterized LOC401589 /// uncharacterized LOC100129860	LOC401589 /// LOC100129860	401589 /// 100129860	Xp11.22	---	partial
8172722	melanoma antigen family D4 /// melanoma antigen family D4B	MAGED4 /// MAGED4B	728239 /// 81557	Xp11.22	---	full-length
8172739	X antigen family, member 1B /// X antigen family, member 1E	XAGE1B /// XAGE1E	653220 /// 653067	Xp11.22	protein binding	full-length
8172781	synovial sarcoma, X breakpoint 7 /// synovial sarcoma, X breakpoint 2	SSX7 /// SSX2	280658 /// 6757	Xp11.22	nucleic acid binding /// transcription corepressor activity /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// negative regulation of nucleic acid-templated transcription /// intracellular /// nucleus /// protein binding /// nucleus /// regulation of transcription, DNA-templated /// transcription corepressor activity /// negative regulation of nucleic acid-templated transcription /// nucleus	full-length
8172787	synovial sarcoma, X breakpoint 4 /// synovial sarcoma, X breakpoint 4B /// synovial sarcoma, X breakpoint 2 /// synovial sarcoma, X breakpoint 2B /// protein SSX4-like	SSX4 /// SSX4B /// SSX2 /// SSX2B /// LOC105369273	6759 /// 548313 /// 6757 /// 727837 /// 105369273	Xp11.22	nucleic acid binding /// transcription corepressor activity /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// negative regulation of nucleic acid-templated transcription /// intracellular /// nucleus /// transcription corepressor activity /// nucleus /// negative regulation of nucleic acid-templated transcription /// protein binding /// nucleus /// regulation of transcription, DNA-templated /// microtubule cytoskeleton organization /// cell morphogenesis /// nucleus /// cytoplasmic microtubule /// cytoskeleton organization /// ligand-dependent nuclear receptor transcription coactivator activity /// intracellular signal transduction /// response to drug /// positive regulation of transcription from RNA polymerase II promoter /// ephrin receptor signaling pathway /// npBAF complex /// neuronal stem cell population maintenance	full-length
8172827	lysine (K)-specific demethylase 5C	KDM5C	8242	Xp11.22	DNA binding /// nucleus /// nucleoplasm /// chromatin organization /// transcription, DNA-templated /// zinc ion binding /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors /// histone demethylase activity (H3-K4 specific) /// histone H3-K4 demethylation /// negative regulation of transcription, DNA-templated /// rhythmic process /// oxidation-reduction process /// nucleus /// regulation of transcription, DNA-templated /// oxidoreductase activity /// chromatin modification /// negative regulation of transcription, DNA-templated /// metal ion binding /// dioxygenase activity /// negative regulation of transcription from RNA polymerase II promoter /// RNA polymerase II transcription factor binding /// cytoplasm /// identical protein binding /// protein binding	full-length
8172858	IQ motif and Sec7 domain 2	IQSEC2	23096	Xp11.22	ARF guanyl-nucleotide exchange factor activity /// nucleus /// trans-Golgi network /// vesicle-mediated transport /// actin cytoskeleton organization /// cell junction /// regulation of ARF protein signal transduction /// positive regulation of GTPase activity /// positive regulation of GTPase activity /// ARF guanyl-nucleotide exchange factor activity /// ARF guanyl-nucleotide exchange factor activity /// nucleus /// cytoplasm /// trans-Golgi network /// vesicle-mediated transport /// actin cytoskeleton organization /// cell junction /// positive regulation of GTPase activity /// protein binding	full-length
8173007	microRNA let-7f-2	MIRLET7F2	406889	Xp11.22	---	full-length
8173009	PHD finger protein 8	PHF8	23133	Xp11.22	G1/S transition of mitotic cell cycle /// mitotic cell cycle /// chromatin binding /// iron ion binding /// protein binding /// nucleus /// nucleus /// nucleoplasm /// nucleolus /// chromatin organization /// transcription, DNA-templated /// brain development /// zinc ion binding /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors /// nuclear membrane /// histone demethylase activity /// histone demethylase activity (H3-K9 specific) /// histone H3-K9 demethylation /// methylated histone binding /// histone H4-K20 demethylation /// histone demethylase activity (H4-K20 specific) /// positive regulation of transcription, DNA-templated /// positive regulation of transcription, DNA-templated /// positive regulation of transcription from RNA polymerase I promoter /// histone demethylase activity (H3-K36 specific) /// oxidation-reduction process /// negative regulation of chromatin silencing at rDNA /// histone H3-K36 demethylation /// histone H3-K27 demethylation /// histone demethylase activity (H3-K27 specific) /// nucleus /// nucleolus /// regulation of transcription, DNA-templated /// cell cycle /// zinc ion binding /// oxidoreductase activity /// chromatin modification /// metal ion binding /// dioxygenase activity /// histone demethylase activity (H3-K36 specific) /// protein binding	full-length
8173120	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	PFKFB1	5207	Xp11.21	6-phosphofructo-2-kinase activity /// fructose-2,6-bisphosphate 2-phosphatase activity /// fructose-2,6-bisphosphate 2-phosphatase activity /// protein binding /// ATP binding /// cytosol /// carbohydrate metabolic process /// fructose metabolic process /// fructose 2,6-bisphosphate metabolic process /// glucose metabolic process /// gluconeogenesis /// glycolytic process /// energy reserve metabolic process /// dephosphorylation /// dephosphorylation /// dephosphorylation /// kinase binding /// organ regeneration /// response to insulin /// positive regulation of glucokinase activity /// response to glucagon /// intracellular signal transduction /// response to starvation /// identical protein binding /// 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex /// small molecule metabolic process /// carbohydrate phosphorylation /// response to glucocorticoid /// response to cAMP /// canonical glycolysis /// fructose-6-phosphate binding /// nucleotide binding /// metabolic process /// catalytic activity /// kinase activity /// phosphorylation /// transferase activity /// hydrolase activity /// 6-phosphofructo-2-kinase activity /// fructose-2,6-bisphosphate 2-phosphatase activity /// fructose 2,6-bisphosphate metabolic process /// identical protein binding /// protein dephosphorylation	full-length
8173135	5-aminolevulinate synthase 2	ALAS2	212	Xp11.21	response to hypoxia /// 5-aminolevulinate synthase activity /// protein binding /// mitochondrion /// mitochondrial inner membrane /// mitochondrial matrix /// porphyrin-containing compound metabolic process /// protoporphyrinogen IX biosynthetic process /// heme biosynthetic process /// heme biosynthetic process /// heme biosynthetic process /// cellular iron ion homeostasis /// glycine binding /// pyridoxal phosphate binding /// erythrocyte differentiation /// erythrocyte differentiation /// oxygen homeostasis /// hemoglobin biosynthetic process /// small molecule metabolic process /// coenzyme binding /// catalytic activity /// 5-aminolevulinate synthase activity /// mitochondrion /// mitochondrial matrix /// porphyrin-containing compound metabolic process /// heme biosynthetic process /// cellular iron ion homeostasis /// metabolic process /// biosynthetic process /// transferase activity /// transferase activity, transferring acyl groups /// erythrocyte differentiation /// tetrapyrrole biosynthetic process /// hemoglobin biosynthetic process	full-length
8173160	---	---	---	Xp11.21	---	---
8173162	---	---	---	Xp11.21	---	---
8173164	---	---	---	Xp11.21	---	---
8173179	ubiquinol-cytochrome c reductase binding protein pseudogene 1	UQCRBP1	442454	Xp11.21	---	full-length
8173181	spindlin family, member 3	SPIN3	169981	Xp11.21	gamete generation	full-length
8173208	spindlin family, member 4	SPIN4	139886	Xq11.1	gamete generation	full-length
8173261	zinc finger, C4H2 domain containing	ZC4H2	55906	Xq11.2	protein binding /// nucleus /// cytoplasm /// nervous system development /// neuromuscular junction development /// spinal cord motor neuron differentiation /// cell junction /// postsynaptic membrane /// metal ion binding /// nucleus /// cytoplasm /// plasma membrane /// multicellular organismal development /// membrane /// synapse /// postsynaptic membrane	full-length
