Transcript Cluster ID	Gene Title	Gene Symbol	Entrez Gene ID	Cytoband	GO Description	Transcript Classification
7924969	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	TAF5L	27097	1q42.13	transcription factor activity, sequence-specific DNA binding /// transcription coactivator activity /// histone acetyltransferase activity /// chromatin organization /// regulation of transcription, DNA-templated /// transcription from RNA polymerase II promoter /// STAGA complex /// transcription factor TFTC complex /// histone H3 acetylation /// nucleus /// transcription, DNA-templated /// nucleus /// nucleoplasm /// protein binding	full-length
7925244	---	---	---	1q42.3	---	---
7925320	nidogen 1	NID1	4811	1q42.3	calcium ion binding /// collagen binding /// extracellular region /// basement membrane /// basal lamina /// cell-matrix adhesion /// positive regulation of cell-substrate adhesion /// extracellular matrix disassembly /// extracellular matrix organization /// extracellular matrix /// extracellular matrix /// glomerular basement membrane development /// laminin binding /// laminin-1 binding /// proteoglycan binding /// extracellular exosome /// basement membrane organization /// cell periphery /// extracellular region /// proteinaceous extracellular matrix /// basement membrane /// cell adhesion /// extracellular matrix organization /// extracellular matrix binding /// protein binding	full-length
7925444	---	---	---	1q43	---	---
7925525	centrosomal protein 170kDa	CEP170	9859	1q43	protein binding /// cytoplasm /// centrosome /// centriole /// spindle /// microtubule /// nuclear membrane /// cytoplasm /// centriole /// cytoskeleton /// protein binding	full-length
7925705	zinc finger protein 496	ZNF496	84838	1q44	negative regulation of transcription from RNA polymerase II promoter /// RNA polymerase II transcription factor activity, sequence-specific DNA binding /// DNA binding /// protein binding /// nucleus /// nucleus /// transcription, DNA-templated /// nuclear body /// protein self-association /// positive regulation of transcription, DNA-templated /// metal ion binding /// RNA polymerase II transcription factor activity, sequence-specific DNA binding /// nucleic acid binding /// DNA binding /// transcription factor activity, sequence-specific DNA binding /// intracellular /// nucleus /// nucleus /// regulation of transcription, DNA-templated /// positive regulation of transcription, DNA-templated /// transcription from RNA polymerase II promoter /// regulation of transcription from RNA polymerase II promoter /// protein binding	full-length
7925745	olfactory receptor, family 2, subfamily M, member 7	OR2M7	391196	1q44	G-protein coupled receptor activity /// olfactory receptor activity /// plasma membrane /// G-protein coupled receptor signaling pathway /// sensory perception of smell /// integral component of membrane /// detection of chemical stimulus involved in sensory perception of smell /// detection of chemical stimulus involved in sensory perception of smell /// signal transducer activity /// olfactory receptor activity /// olfactory receptor activity /// plasma membrane /// signal transduction /// G-protein coupled receptor signaling pathway /// G-protein coupled receptor signaling pathway /// sensory perception of smell /// sensory perception of smell /// membrane /// integral component of membrane /// integral component of membrane /// response to stimulus /// detection of chemical stimulus involved in sensory perception of smell	full-length
7925757	olfactory receptor, family 2, subfamily T, member 2 /// olfactory receptor, family 2, subfamily T, member 35	OR2T2 /// OR2T35	401992 /// 403244	1q44	G-protein coupled receptor activity /// olfactory receptor activity /// plasma membrane /// G-protein coupled receptor signaling pathway /// sensory perception of smell /// integral component of membrane /// detection of chemical stimulus involved in sensory perception of smell /// detection of chemical stimulus involved in sensory perception of smell /// signal transducer activity /// olfactory receptor activity /// olfactory receptor activity /// plasma membrane /// signal transduction /// G-protein coupled receptor signaling pathway /// G-protein coupled receptor signaling pathway /// sensory perception of smell /// sensory perception of smell /// membrane /// integral component of membrane /// integral component of membrane /// response to stimulus /// detection of chemical stimulus involved in sensory perception of smell	full-length
7925996	F-box protein, helicase, 18	FBXO18	84893	10p15.1	double-strand break repair via homologous recombination /// DNA catabolic process, endonucleolytic /// chromatin /// positive regulation of protein phosphorylation /// DNA helicase activity /// DNA helicase activity /// double-stranded DNA binding /// single-stranded DNA binding /// ATP-dependent DNA helicase activity /// protein binding /// ATP binding /// nucleus /// cellular response to DNA damage stimulus /// cell death /// cell death /// DNA translocase activity /// protein ubiquitination /// protein ubiquitination /// SCF ubiquitin ligase complex /// replication fork processing /// DNA duplex unwinding /// DNA duplex unwinding /// DNA duplex unwinding /// negative regulation of chromatin binding /// 3'-5' DNA helicase activity /// replication fork protection /// response to intra-S DNA damage checkpoint signaling /// positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage /// negative regulation of double-strand break repair via homologous recombination /// nucleotide binding /// DNA binding /// helicase activity /// nucleus /// hydrolase activity /// chromosome /// DNA repair /// cellular response to DNA damage stimulus /// metabolic process /// membrane /// integral component of membrane /// protein binding	full-length
7926096	TATA box binding protein associated factor 3	TAF3	83860	10p14	negative regulation of transcription from RNA polymerase II promoter /// p53 binding /// protein binding /// nucleus /// nucleoplasm /// transcription factor TFIID complex /// transcription from RNA polymerase II promoter /// transcription initiation from RNA polymerase II promoter /// transcription elongation from RNA polymerase II promoter /// zinc ion binding /// gene expression /// viral process /// negative regulation of sequence-specific DNA binding transcription factor activity /// maintenance of protein location in nucleus /// metal ion binding /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// nucleus /// protein binding	full-length
7926223	calcium/calmodulin-dependent protein kinase ID	CAMK1D	57118	10p13	calmodulin-dependent protein kinase activity /// calmodulin binding /// ATP binding /// nucleus /// cytoplasm /// protein phosphorylation /// inflammatory response /// positive regulation of neuron projection development /// positive regulation of CREB transcription factor activity /// positive regulation of apoptotic process /// negative regulation of apoptotic process /// positive regulation of phagocytosis /// regulation of dendrite development /// positive regulation of respiratory burst /// regulation of granulocyte chemotaxis /// positive regulation of neutrophil chemotaxis /// nucleotide binding /// catalytic activity /// protein kinase activity /// protein serine/threonine kinase activity /// nucleus /// cytoplasm /// nervous system development /// metabolic process /// positive regulation of neuron projection development /// kinase activity /// phosphorylation /// transferase activity /// positive regulation of neutrophil chemotaxis /// transferase activity, transferring phosphorus-containing groups	full-length
7926368	vimentin	VIM	7431	10p13	glycoprotein binding /// double-stranded RNA binding /// structural constituent of cytoskeleton /// structural constituent of eye lens /// protein binding /// cytoplasm /// peroxisome /// cytosol /// cytosol /// cytoskeleton /// cytoskeleton /// intermediate filament /// plasma membrane /// focal adhesion /// apoptotic process /// cellular component disassembly involved in execution phase of apoptosis /// movement of cell or subcellular component /// protein C-terminus binding /// positive regulation of gene expression /// negative regulation of neuron projection development /// programmed cell death /// astrocyte development /// viral process /// muscle filament sliding /// cell leading edge /// identical protein binding /// neuron projection /// intermediate filament organization /// intermediate filament cytoskeleton /// Bergmann glial cell differentiation /// SMAD protein signal transduction /// extracellular exosome /// lens fiber cell development /// scaffold protein binding /// keratin filament binding /// structural molecule activity /// cytoplasm /// intermediate filament /// plasma membrane /// cell projection /// intermediate filament-based process /// protein binding	full-length
7926445	transmembrane protein 236	TMEM236	653567	10p12.33	integral component of membrane /// membrane	full-length
7926596	COMM domain containing 3 /// COMMD3-BMI1 readthrough	COMMD3 /// COMMD3-BMI1	23412 /// 100532731	10p12.2	protein binding /// nucleus /// cytoplasm /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// sodium ion transport /// transport /// ion transport /// metal ion binding /// zinc ion binding /// protein binding /// negative regulation of transcription from RNA polymerase II promoter /// ubiquitin ligase complex /// nucleus /// nucleoplasm /// segment specification /// zinc ion binding /// regulation of gene expression /// chromatin modification /// protein sumoylation /// hemopoiesis /// PcG protein complex /// PRC1 complex /// post-translational protein modification /// cellular protein metabolic process /// positive regulation of fibroblast proliferation /// positive regulation of ubiquitin-protein transferase activity /// RING-like zinc finger domain binding	full-length
7926708	threonine synthase-like 1	THNSL1	79896	10p12.1	threonine synthase activity /// nucleus /// nucleoplasm /// cytoplasm /// mitochondrion /// threonine biosynthetic process /// pyridoxal phosphate binding /// molecular_function /// threonine synthase activity /// cellular_component /// biological_process /// threonine biosynthetic process /// pyridoxal phosphate binding	full-length
7926807	prenyl (decaprenyl) diphosphate synthase, subunit 1	PDSS1	23590	10p12.1	trans-hexaprenyltranstransferase activity /// mitochondrial matrix /// ubiquinone biosynthetic process /// ubiquinone biosynthetic process /// ubiquinone biosynthetic process /// isoprenoid biosynthetic process /// small molecule metabolic process /// metal ion binding /// protein heterodimerization activity /// trans-octaprenyltranstransferase activity /// protein heterotetramerization /// transferase complex /// mitochondrion /// isoprenoid biosynthetic process /// transferase activity /// trans-hexaprenyltranstransferase activity	full-length
7927173	zinc finger protein 485	ZNF485	220992	10q11.21	DNA binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// metal ion binding /// nucleic acid binding /// intracellular	full-length
7927288	family with sequence similarity 35, member A pseudogene /// family with sequence similarity 35, member A pseudogene	FAM35BP /// FAM35DP	414241 /// 439965	10q11.22	Golgi membrane /// nucleotide binding /// GTPase activity /// protein binding /// GTP binding /// GTP binding /// GTP binding /// spliceosomal complex /// cytoplasm /// lysosomal membrane /// endoplasmic reticulum /// endoplasmic reticulum membrane /// Golgi apparatus /// cytosol /// transcription initiation from RNA polymerase II promoter /// cell cycle arrest /// signal transduction /// signal transduction /// small GTPase mediated signal transduction /// insulin receptor signaling pathway /// gene expression /// endomembrane system /// membrane /// membrane /// macroautophagy /// protein kinase binding /// regulation of TOR signaling /// positive regulation of TOR signaling /// metal ion binding /// positive regulation of oligodendrocyte differentiation /// extracellular exosome /// regulation of type B pancreatic cell development	full-length
7927363	family with sequence similarity 25, member C /// family with sequence similarity 25, member G /// protein FAM25	FAM25C /// FAM25G /// FAM25BP	644054 /// 100133093 /// 100132929	10q11.22	---	full-length
7927669	transcription factor A, mitochondrial	TFAM	7019	10q21.1	RNA polymerase II core promoter proximal region sequence-specific DNA binding /// transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding /// chromatin binding /// transcription factor activity, sequence-specific DNA binding /// protein binding /// nucleus /// mitochondrion /// mitochondrial matrix /// cytosol /// DNA-dependent DNA replication /// chromatin remodeling /// regulation of transcription from RNA polymerase I promoter /// transcription from RNA polymerase II promoter /// transcription from mitochondrial promoter /// transcription from mitochondrial promoter /// transcription initiation from mitochondrial promoter /// transcription initiation from mitochondrial promoter /// organelle organization /// mitochondrion organization /// DNA binding, bending /// gene expression /// heat shock protein binding /// mitochondrial respiratory chain complex assembly /// mitochondrial nucleoid /// poly(A) RNA binding /// positive regulation of transcription, DNA-templated /// positive regulation of transcription from RNA polymerase II promoter /// mitochondrial light strand promoter sense binding /// DNA binding /// chromatin remodeling /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// mitochondrion /// mitochondrion /// mitochondrial nucleoid	full-length
7927775	nuclear receptor binding factor 2	NRBF2	29982	10q21.3	protein binding /// nucleoplasm /// cytoplasm /// autophagosome /// regulation of transcription, DNA-templated /// transcription initiation from RNA polymerase II promoter /// autophagy /// gene expression /// regulation of autophagy /// cytoplasmic membrane-bounded vesicle /// response to endoplasmic reticulum stress /// phosphatidylinositol 3-kinase complex, class III /// regulation of lipid kinase activity /// nucleus /// cytoplasm /// transcription, DNA-templated /// cytoplasmic vesicle	full-length
7927876	tet methylcytosine dioxygenase 1	TET1	80312	10q21.3	inner cell mass cell differentiation /// iron ion binding /// nucleus /// transcription, DNA-templated /// protein O-linked glycosylation /// zinc ion binding /// gene expression /// chromatin modification /// stem cell population maintenance /// oxidative DNA demethylation /// regulation of gene expression, epigenetic /// structure-specific DNA binding /// regulation of DNA methylation /// positive regulation of transcription from RNA polymerase II promoter /// methylcytosine dioxygenase activity /// methylcytosine dioxygenase activity /// DNA demethylation /// negative regulation of methylation-dependent chromatin silencing /// regulation of genetic imprinting /// inner cell mass cell differentiation /// DNA binding /// nucleus /// regulation of transcription, DNA-templated /// oxidoreductase activity /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors /// metal ion binding /// dioxygenase activity /// oxidation-reduction process	full-length
7927955	KIF1 binding protein	KIF1BP	26128	10q22.1	protein binding /// mitochondrion /// cytoskeleton /// mitochondrial transport /// nervous system development /// kinesin binding /// cell differentiation /// cytoplasm /// multicellular organismal development /// nervous system development /// nervous system development	full-length
7928119	eukaryotic translation initiation factor 4E binding protein 2	EIF4EBP2	1979	10q22.1	protein binding /// cytoplasm /// translation /// memory /// eukaryotic initiation factor 4E binding /// eukaryotic initiation factor 4E binding /// insulin receptor signaling pathway /// cAMP-mediated signaling /// translation repressor activity /// TOR signaling /// social behavior /// negative regulation of translational initiation /// negative regulation of translational initiation /// regulation of synaptic plasticity /// modulation of synaptic transmission /// cytoplasm /// regulation of translation /// memory /// eukaryotic initiation factor 4E binding /// eukaryotic initiation factor 4E binding /// negative regulation of translation /// translation repressor activity /// TOR signaling /// social behavior /// negative regulation of translational initiation /// negative regulation of translational initiation /// regulation of synaptic plasticity /// modulation of synaptic transmission /// translation initiation factor activity /// translational initiation /// intracellular /// protein binding /// intracellular	full-length
7928354	family with sequence similarity 149, member B1	FAM149B1	317662	10q22.2	---	full-length
7928491	K(lysine) acetyltransferase 6B	KAT6B	23522	10q22.2	nucleosome /// DNA binding /// histone acetyltransferase activity /// protein binding /// nucleus /// nucleoplasm /// chromatin organization /// nucleosome assembly /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// transcription factor binding /// zinc ion binding /// acetyltransferase activity /// histone acetylation /// protein complex binding /// histone H3 acetylation /// negative regulation of transcription, DNA-templated /// positive regulation of transcription, DNA-templated /// positive regulation of transcription from RNA polymerase II promoter /// MOZ/MORF histone acetyltransferase complex /// nucleosome /// histone acetyltransferase activity /// nucleus /// nucleosome assembly /// regulation of transcription, DNA-templated /// chromatin modification /// transferase activity /// transferase activity, transferring acyl groups /// transferase activity, transferring acyl groups other than amino-acyl groups /// metal ion binding /// DNA binding /// nucleus /// biological_process /// metabolic process /// histone acetylation /// nucleus /// protein binding	full-length
7928558	zinc finger, MIZ-type containing 1	ZMIZ1	57178	10q22.3	vasculogenesis /// in utero embryonic development /// heart morphogenesis /// nucleoplasm /// cytoplasm /// transcription, DNA-templated /// vitellogenesis /// cell aging /// zinc ion binding /// nuclear speck /// intracellular membrane-bounded organelle /// positive regulation of transcription from RNA polymerase II promoter /// positive regulation of fibroblast proliferation /// developmental growth /// artery morphogenesis /// nucleus /// regulation of transcription, DNA-templated /// metal ion binding	full-length
7928632	surfactant protein A1	SFTPA1	653509	10q22.3	lipid transporter activity /// extracellular region /// proteinaceous extracellular matrix /// collagen trimer /// extracellular space /// endoplasmic reticulum membrane /// lipid transport /// respiratory gaseous exchange /// carbohydrate binding /// lamellar body /// cellular protein metabolic process /// clathrin-coated endocytic vesicle /// extracellular region	full-length
7928915	NUT family member 2A /// NUT family member 2D /// NUT family member 2B	NUTM2A /// NUTM2D /// NUTM2B	728118 /// 728130 /// 729262	10q23.2	---	full-length
7929052	interferon-induced protein with tetratricopeptide repeats 3	IFIT3	3437	10q23.31	RNA binding /// protein binding /// cytoplasm /// mitochondrion /// cytosol /// negative regulation of cell proliferation /// response to virus /// cytokine-mediated signaling pathway /// cellular response to interferon-alpha /// identical protein binding /// negative regulation of apoptotic process /// defense response to virus /// type I interferon signaling pathway /// immune system process /// molecular_function /// RNA binding /// cytoplasm /// mitochondrion /// innate immune response /// defense response to virus /// defense response to virus /// protein binding	full-length
7929247	membrane associated ring finger 5	MARCH5	54708	10q23.32 /// 10q23.33	protein polyubiquitination /// ubiquitin-protein transferase activity /// ubiquitin-protein transferase activity /// protein binding /// mitochondrial outer membrane /// endoplasmic reticulum /// endoplasmic reticulum membrane /// zinc ion binding /// membrane /// integral component of membrane /// ligase activity /// GTPase binding /// protein autoubiquitination /// protein localization to mitochondrion /// regulation of mitochondrial fission /// positive regulation of mitochondrial fission /// negative regulation of cell aging /// mitochondrion /// mitochondrial outer membrane /// endoplasmic reticulum /// endoplasmic reticulum membrane /// membrane /// protein ubiquitination /// metal ion binding	full-length
7929322	cytochrome P450, family 26, subfamily A, polypeptide 1	CYP26A1	1592	10q23.33	retinoic acid binding /// iron ion binding /// endoplasmic reticulum membrane /// vitamin metabolic process /// xenobiotic metabolic process /// metabolic process /// retinoic acid 4-hydroxylase activity /// oxygen binding /// heme binding /// retinoic acid catabolic process /// small molecule metabolic process /// negative regulation of retinoic acid receptor signaling pathway /// oxidation-reduction process /// monooxygenase activity /// endoplasmic reticulum /// endoplasmic reticulum membrane /// membrane /// oxidoreductase activity /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen /// heme binding /// organelle membrane /// intracellular membrane-bounded organelle /// metal ion binding /// central nervous system development /// anterior/posterior pattern specification /// neural crest cell development /// retinoic acid metabolic process /// retinoic acid receptor signaling pathway /// cellular response to retinoic acid	full-length
7929497	acyl-CoA synthetase medium-chain family member 6	ACSM6	142827	10q23.33	ATP binding /// GTP binding /// mitochondrion /// fatty acid metabolic process /// regulation of protein stability /// metal ion binding /// butyrate-CoA ligase activity /// positive regulation of protein targeting to mitochondrion /// metabolic process /// catalytic activity /// nucleotide binding /// lipid metabolic process /// ligase activity	full-length
7929609	chromosome 10 open reading frame 12	C10orf12	26148	10q24.1	protein binding	full-length
7929649	ubiquitin domain containing 1	UBTD1	80019	10q24.1 /// 10q24.2	protein binding /// protein binding	full-length
7929779	ATP binding cassette subfamily C member 2	ABCC2	1244	10q24.2	protein binding /// ATP binding /// plasma membrane /// integral component of plasma membrane /// transport /// drug transmembrane transport /// response to oxidative stress /// metabolic process /// organic anion transmembrane transporter activity /// response to heat /// cell surface /// prostaglandin transport /// apical plasma membrane /// protein domain specific binding /// cellular chloride ion homeostasis /// response to methotrexate /// ATPase activity, coupled to transmembrane movement of substances /// response to estrogen /// response to arsenic-containing substance /// transmembrane transport /// thyroid hormone transport /// nucleotide binding /// transporter activity /// plasma membrane /// integral component of plasma membrane /// transport /// organic anion transmembrane transporter activity /// membrane /// integral component of membrane /// apical plasma membrane /// ATPase activity /// response to drug /// ATPase activity, coupled to transmembrane movement of substances /// response to steroid hormone /// transmembrane transport /// intercellular canaliculus /// organic anion transport /// protein binding	full-length
7929976	deleted in primary ciliary dyskinesia homolog (mouse)	DPCD	25911	10q24.32	epithelial cilium movement /// protein binding /// nucleus /// spermatogenesis /// determination of left/right symmetry /// lateral ventricle development /// third ventricle development /// sperm motility /// left/right pattern formation /// ventricular system development	full-length
7930148	sideroflexin 2	SFXN2	118980	10q24.32	mitochondrial inner membrane /// ion transmembrane transporter activity /// integral component of membrane /// ion transmembrane transport /// iron ion homeostasis /// mitochondrion /// transport /// ion transport /// membrane /// mitochondrial membrane /// transmembrane transport	full-length
7930276	STE20-like kinase	SLK	9748	10q24.33	protein serine/threonine kinase activity /// ATP binding /// cytoplasm /// apoptotic process /// regulation of mitotic cell cycle /// signal transduction by protein phosphorylation /// stress-activated protein kinase signaling cascade /// activation of protein kinase activity /// identical protein binding /// protein homodimerization activity /// regulation of apoptotic process /// protein autophosphorylation /// extracellular exosome /// nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// cytoplasm /// cytoplasm /// protein phosphorylation /// regulation of mitotic cell cycle /// kinase activity /// phosphorylation /// transferase activity /// signal transduction by protein phosphorylation /// stress-activated protein kinase signaling cascade /// activation of protein kinase activity /// regulation of apoptotic process /// transferase activity, transferring phosphorus-containing groups /// protein binding	full-length
7930524	vesicle transport through interaction with t-SNAREs 1A	VTI1A	143187	10q25.2	Golgi membrane /// SNARE binding /// SNAP receptor activity /// endosome /// endoplasmic reticulum membrane /// Golgi apparatus /// protein targeting to vacuole /// ER to Golgi vesicle-mediated transport /// ER to Golgi vesicle-mediated transport /// intra-Golgi vesicle-mediated transport /// Golgi to vacuole transport /// synaptic vesicle /// ER to Golgi transport vesicle membrane /// integral component of membrane /// clathrin-coated vesicle /// SNARE complex /// SNARE complex /// late endosome membrane /// retrograde transport, endosome to Golgi /// retrograde transport, endosome to Golgi /// neuronal cell body /// neuron projection terminus /// vesicle fusion with Golgi apparatus /// vesicle fusion with Golgi apparatus /// perinuclear region of cytoplasm /// voluntary musculoskeletal movement /// Golgi ribbon formation /// SNARE binding /// SNAP receptor activity /// endoplasmic reticulum membrane /// Golgi apparatus /// protein targeting to vacuole /// transport /// intracellular protein transport /// ER to Golgi vesicle-mediated transport /// intra-Golgi vesicle-mediated transport /// Golgi to vacuole transport /// ER to Golgi transport vesicle membrane /// protein transport /// membrane /// cytoplasmic membrane-bounded vesicle /// vesicle-mediated transport /// cytoplasmic vesicle /// late endosome membrane /// vesicle fusion with Golgi apparatus /// protein binding	full-length
7930894	G protein-coupled receptor kinase 5	GRK5	2869	10q26.11	desensitization of G-protein coupled receptor protein signaling pathway /// protein serine/threonine kinase activity /// G-protein coupled receptor kinase activity /// protein kinase C binding /// protein binding /// ATP binding /// phospholipid binding /// nucleus /// cytoplasm /// plasma membrane /// focal adhesion /// apoptotic process /// adenylate cyclase-modulating G-protein coupled receptor signaling pathway /// tachykinin receptor signaling pathway /// regulation of G-protein coupled receptor protein signaling pathway /// positive regulation of cell proliferation /// Wnt signaling pathway /// nuclear membrane /// response to drug /// negative regulation of apoptotic process /// fat cell differentiation /// protein autophosphorylation /// beta-adrenergic receptor kinase activity /// regulation of cell cycle /// nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// nucleus /// cytoplasm /// cytoplasm /// plasma membrane /// protein phosphorylation /// signal transduction /// regulation of G-protein coupled receptor protein signaling pathway /// lipid binding /// membrane /// kinase activity /// phosphorylation /// transferase activity /// nucleoplasm /// transferase activity, transferring phosphorus-containing groups /// termination of G-protein coupled receptor signaling pathway	full-length
7931031	transforming, acidic coiled-coil containing protein 2	TACC2	10579	10q26.13	microtubule cytoskeleton organization /// nucleus /// nucleolus /// cytoplasm /// microtubule organizing center /// cell proliferation /// microtubule cytoskeleton /// protein domain specific binding /// cerebral cortex development /// neurogenesis /// interkinetic nuclear migration /// astral microtubule organization /// regulation of microtubule-based process /// nuclear hormone receptor binding /// microtubule cytoskeleton organization /// microtubule cytoskeleton organization /// nucleus /// cytoplasm /// cytoplasm /// cytoskeleton /// cell proliferation /// cell proliferation /// microtubule cytoskeleton /// cerebral cortex development /// cerebral cortex development /// nucleoplasm	full-length
7931140	deleted in malignant brain tumors 1 pseudogene 1	DMBT1P1	375940	10q26.13	---	full-length
7931239	erythroid differentiation regulatory factor 1	EDRF1	26098	10q26.13	protein binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated	full-length
7931353	protein tyrosine phosphatase, receptor type, E	PTPRE	5791	10q26.2	transmembrane receptor protein tyrosine phosphatase activity /// protein binding /// nucleus /// cytoplasm /// plasma membrane /// protein dephosphorylation /// transmembrane receptor protein tyrosine phosphatase signaling pathway /// integral component of membrane /// regulation of mast cell activation /// peptidyl-tyrosine dephosphorylation /// peptidyl-tyrosine dephosphorylation /// protein homodimerization activity /// negative regulation of insulin receptor signaling pathway /// phosphoprotein phosphatase activity /// protein tyrosine phosphatase activity /// cytoplasm /// plasma membrane /// protein dephosphorylation /// membrane /// dephosphorylation /// hydrolase activity /// phosphatase activity /// negative regulation of insulin receptor signaling pathway	full-length
7931417	Janus kinase and microtubule interacting protein 3	JAKMIP3	282973	10q26.3	Golgi apparatus /// microtubule binding /// kinase binding	full-length
7931500	adhesion G protein-coupled receptor A1	ADGRA1	84435	10q26.3	plasma membrane /// integral component of membrane /// membrane /// signal transducer activity /// transmembrane signaling receptor activity /// G-protein coupled receptor activity /// signal transduction /// cell surface receptor signaling pathway /// G-protein coupled receptor signaling pathway /// G-protein coupled receptor signaling pathway /// integral component of membrane /// G-protein coupled receptor activity /// G-protein coupled receptor activity /// signal transduction /// integral component of membrane	full-length
7931665	double homeobox 4 like 25 /// double homeobox 4 like 24 /// double homeobox 4 like 23 /// double homeobox 4 like 22 /// double homeobox 4 like 20 /// double homeobox 4 like 10 /// double homeobox 4 like 11 /// double homeobox 4 like 13 /// double homeobox 4 like 14 /// double homeobox 4 like 15	DUX4L25 /// DUX4L24 /// DUX4L23 /// DUX4L22 /// DUX4L20 /// DUX4L10 /// DUX4L11 /// DUX4L13 /// DUX4L14 /// DUX4L15	102723423 /// 102723449 /// 102723472 /// 102723495 /// 102723538 /// 440013 /// 399839 /// 100289581 /// 728022 /// 440017	10q26.3	---	est
7931850	---	---	---	10p15.1	---	---
7931977	inter-alpha-trypsin inhibitor heavy chain family, member 5	ITIH5	80760	10p14	serine-type endopeptidase inhibitor activity /// extracellular region /// negative regulation of endopeptidase activity /// hyaluronan metabolic process /// negative regulation of peptidase activity /// peptidase inhibitor activity	full-length
7932041	UPF2 regulator of nonsense transcripts homolog (yeast)	UPF2	26019	10p14	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay /// nuclear-transcribed mRNA catabolic process, nonsense-mediated decay /// liver development /// RNA binding /// protein binding /// nucleus /// cytoplasm /// cytosol /// mRNA export from nucleus /// gene expression /// organ regeneration /// exon-exon junction complex /// perinuclear region of cytoplasm /// nuclear-transcribed mRNA catabolic process, nonsense-mediated decay /// cytoplasm /// protein binding /// binding	full-length
7932109	selenophosphate synthetase 1	SEPHS1	22929	10p13	selenide, water dikinase activity /// protein binding /// ATP binding /// GTP binding /// cytoplasm /// cytoplasm /// plasma membrane /// plasma membrane /// cellular protein modification process /// phosphorylation /// nuclear membrane /// nuclear membrane /// identical protein binding /// protein homodimerization activity /// protein heterodimerization activity /// nucleotide binding /// ATP binding /// nucleus /// membrane /// kinase activity /// transferase activity /// catalytic activity /// metabolic process	full-length
7932186	DNA cross-link repair 1C	DCLRE1C	64421	10p13	single-stranded DNA endodeoxyribonuclease activity /// nucleotide-excision repair, DNA damage recognition /// nuclear chromosome, telomeric region /// adaptive immune response /// damaged DNA binding /// endonuclease activity /// protein binding /// nucleoplasm /// DNA repair /// double-strand break repair /// double-strand break repair via nonhomologous end joining /// double-strand break repair via nonhomologous end joining /// 5'-3' exonuclease activity /// response to ionizing radiation /// B cell differentiation /// protection from non-homologous end joining at telomere /// V(D)J recombination /// 5'-3' exodeoxyribonuclease activity /// interstrand cross-link repair /// nonhomologous end joining complex /// nucleic acid phosphodiester bond hydrolysis /// nucleic acid phosphodiester bond hydrolysis /// nucleic acid phosphodiester bond hydrolysis /// nucleic acid phosphodiester bond hydrolysis /// nucleotide-excision repair, DNA damage recognition /// telomere maintenance /// nuclear chromosome, telomeric region /// immune system process /// damaged DNA binding /// nuclease activity /// endonuclease activity /// exonuclease activity /// nucleus /// DNA repair /// double-strand break repair /// double-strand break repair via nonhomologous end joining /// DNA recombination /// cellular response to DNA damage stimulus /// hydrolase activity /// protection from non-homologous end joining at telomere /// 5'-3' exodeoxyribonuclease activity /// interstrand cross-link repair /// chromosome organization /// nucleic acid phosphodiester bond hydrolysis	full-length
7932326	cubilin (intrinsic factor-cobalamin receptor)	CUBN	8029	10p13	tissue homeostasis /// receptor activity /// transporter activity /// calcium ion binding /// protein binding /// lysosomal membrane /// endoplasmic reticulum /// Golgi apparatus /// cytosol /// plasma membrane /// coated pit /// vitamin metabolic process /// water-soluble vitamin metabolic process /// receptor-mediated endocytosis /// steroid metabolic process /// cholesterol metabolic process /// cobalamin metabolic process /// endosome membrane /// cobalamin transport /// membrane /// apical plasma membrane /// endocytic vesicle /// extrinsic component of external side of plasma membrane /// cobalamin binding /// brush border membrane /// lipoprotein metabolic process /// vitamin D metabolic process /// protein homodimerization activity /// lipoprotein transport /// lysosomal lumen /// small molecule metabolic process /// extracellular exosome /// receptor activity /// cytoplasm /// lysosome /// endosome /// brush border /// lipid metabolic process /// transport /// endocytosis /// receptor-mediated endocytosis /// steroid metabolic process /// endosome membrane /// protein transport /// membrane /// apical part of cell /// metal ion binding /// protein binding	full-length
7932498	SKI/DACH domain containing 1	SKIDA1	387640	10p12.31	---	full-length
7932542	chromosome 10 open reading frame 67	C10orf67	256815	10p12.2	---	full-length
